psp_transaction_id;merchant_reference;amount;currency;payment_date;status;transaction_type;card_brand;merchant_name
TXN704721;ORD-2024-00950;8647.1;USD;2024-09-19;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN702165;ORD-2024-00438;2826.75;SAR;2024-09-13;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN702180;ORD-2024-00441;5090;AED;2024-09-02;CAPTURED;CAPTURE;MADA;Émile Boutique
TXN701145;ORD-2024-00228;190.49;USD;2024-09-08;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN703922;ORD-2024-00800;2060;AED;2024-09-07;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN702864;ORD-2024-00576;9271.5;EUR;2024-09-07;CAPTURED;CAPTURE;VISA;Café Bateel
TXN705073;ORD-2024-01008;-100.00;AED;2024-10-23;CHARGEBACK;CHARGEBACK;MADA;Nando's JLT
TXN702744;ORD-2024-00554;160.75;USD;2024-09-30;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN702279;ORD-2024-00460;172.75;AED;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN702336;ORD-2024-00470;6919.25;AED;2024-09-20;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN700420;ORD-2024-00082;23.49;SAR;2024-09-04;CAPTURED;CAPTURE;MADA;Home Centre
TXN701289;ORD-2024-00257;101.75;AED;2024-09-24;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN701942;ORD-2024-00397;17.99;USD;2024-09-28;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN703310;ORD-2024-00670;2219.75;AED;2024-09-27;CAPTURED;CAPTURE;VISA;Al Futtaim Trading
TXN700936;ORD-2024-00186;7470.75;AED;2024-09-03;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN704425;ORD-2024-00895;105.75;AED;2024-09-28;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN703683;ORD-2024-00746;1506;AED;2024-09-22;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN703515;ORD-2024-00711;14374.25;AED;2024-09-05;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN703276;ORD-2024-00663;2945.49;AED;2024-09-04;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN700565;ORD-2024-00112;4354.99;AED;2024-09-22;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN704187;ORD-2024-00848;2443;AED;2024-09-08;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN700947;ORD-2024-00188;48.95;AED;2024-09-25;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN700318;ORD-2024-00062;20.40;AED;2024-09-08;CAPTURED;CAPTURE;MADA;Home Centre
TXN701555;ORD-2024-00313;6767.75;SAR;2024-09-28;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN703279;ORD-2024-00664;1448;USD;2024-09-08;CAPTURED;CAPTURE;VISA;Kibsons
TXN701352;ORD-2024-00271;12081.50;USD;2024-09-15;CAPTURED;CAPTURE;AMEX;Kibsons
TXN702953;ORD-2024-00599;146;AED;2024-09-12;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN704570;ORD-2024-00921;10869;AED;2024-09-12;CAPTURED;CAPTURE;MASTERCARD;Sharaf DG
TXN701304;ORD-2024-00259;1501;AED;2024-09-28;CAPTURED;CAPTURE;VISA;Müller & Co
TXN703200;ORD-2024-00646;1053.05;AED;2024-10-02;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN700533;ORD-2024-00107;188.49;USD;2024-09-23;CAPTURED;CAPTURE;MASTERCARD;Home Centre
TXN702834;ORD-2024-00572;136.95;AED;2024-09-28;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN701367;ORD-2024-00274;8817.75;SAR;2024-09-12;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN700894;ORD-2024-00175;9794.25;AED;2024-09-10;CAPTURED;CAPTURE;AMEX;Home Centre
TXN704378;ORD-2024-00888;57;AED;2024-09-16;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN703414;ORD-2024-00692;1286.99;AED;2024-09-18;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN702271;ORD-2024-00459;1035.1;AED;2024-09-08;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN704638;ORD-2024-00935;7845.49;AED;2024-09-27;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN700054;ORD-2024-00011;180.1;USD;2024-09-08;CAPTURED;CAPTURE;AMEX;Émile Boutique
TXN704865;ORD-2024-00979;70;USD;2024-09-15;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN702826;ORD-2024-00571;1609.95;SAR;2024-09-14;CAPTURED;CAPTURE;AMEX;Kibsons
TXN704834;ORD-2024-00975;10966.99;EUR;2024-09-12;CAPTURED;CAPTURE;VISA;Müller & Co
TXN700933;ORD-2024-00184;5768.25;AED;2024-09-12;CAPTURED;CAPTURE;VISA;Spinneys Motor City
TXN703155;ORD-2024-00637;327.05;SAR;2024-09-21;CAPTURED;CAPTURE;MADA;Müller & Co
TXN701759;ORD-2024-00358;3385.49;AED;2024-09-08;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN704489;ORD-2024-00905;834.99;AED;2024-09-17;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN701600;ORD-2024-00325;485.1;EUR;2024-09-24;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN703566;ORD-2024-00722;3357.05;AED;2024-09-23;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN700452;ORD-2024-00091;5456.49;EUR;2024-09-17;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN703784;ORD-2024-00765;2164.5;AED;2024-09-03;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN700556;ORD-2024-00111;2047.49;AED;2024-09-04;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN702206;ORD-2024-00445;28.1;AED;2024-09-06;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN702644;ORD-2024-00535;151;AED;2024-09-27;CAPTURED;CAPTURE;MADA;Home Centre
TXN701440;ORD-2024-00289;1972;AED;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN704515;ORD-2024-00910;60.49;AED;2024-09-21;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN704884;ORD-2024-00983;1830.95;AED;2024-09-03;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN702460;ORD-2024-00498;161.1;AED;2024-09-20;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN702585;ORD-2024-00523;13.5;AED;2024-09-22;CAPTURED;CAPTURE;MADA;Sharaf DG
TXN701266;ORD-2024-00252;28.49;USD;2024-09-12;CAPTURED;CAPTURE;MASTERCARD;Café Bateel
TXN701244;ORD-2024-00248;2622.05;AED;2024-09-06;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN702917;ORD-2024-00584;6249;AED;2024-09-26;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN701231;ORD-2024-00246;2821.95;AED;2024-09-25;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN702938;ORD-2024-00593;8360;AED;2024-09-12;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN704827;ORD-2024-00974;78.5;AED;2024-09-11;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN700600;ORD-2024-00118;414.99;AED;2024-09-07;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN704348;ORD-2024-00883;14597;SAR;2024-09-17;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN704197;ORD-2024-00851;1429;AED;2024-09-24;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN702584;ORD-2024-00522;1181.75;AED;2024-09-11;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN704525;ORD-2024-00913;2410.75;USD;2024-09-18;CAPTURED;CAPTURE;MADA;Home Centre
TXN703453;ORD-2024-00699;405;SAR;2024-09-22;CAPTURED;CAPTURE;VISA;Müller & Co
TXN703892;ORD-2024-00792;254;AED;2024-09-10;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN704651;ORD-2024-00937;8863.49;AED;2024-09-19;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN704387;ORD-2024-00889;60;AED;2024-09-17;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN704954;ORD-2024-00997;95;AED;2024-09-17;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN700321;ORD-2024-00064;9383.25;USD;2024-09-11;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN703612;ORD-2024-00732;29.75;USD;2024-09-12;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN700588;ORD-2024-00116;1503.1;AED;2024-09-06;CAPTURED;CAPTURE;VISA;Noon Retail
TXN703554;ORD-2024-00719;116.49;USD;2024-09-30;CAPTURED;CAPTURE;MADA;Nando's JLT
TXN704434;ORD-2024-00896;125.25;AED;2024-09-17;CAPTURED;CAPTURE;AMEX;Kibsons
TXN702110;ORD-2024-00427;71.99;AED;2024-09-10;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN701537;ORD-2024-00310;2000.49;AED;2024-09-16;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN701033;ORD-2024-00204;5261.96;SAR;2024-09-05;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN702842;ORD-2024-00573;5153.25;AED;2024-09-09;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN704611;ORD-2024-00929;1178.49;AED;2024-09-02;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN701055;ORD-2024-00209;21.75;AED;2024-09-12;CAPTURED;CAPTURE;VISA;Noon Retail
TXN702202;ORD-2024-00444;93;AED;2024-09-09;CAPTURED;CAPTURE;VISA;Home Centre
TXN701373;ORD-2024-00276;68;AED;2024-09-16;CAPTURED;CAPTURE;VISA;Müller & Co
TXN700785;ORD-2024-00160;10978.75;AED;2024-09-14;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN700898;ORD-2024-00176;13942.99;AED;2024-09-14;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN701175;ORD-2024-00235;11009.95;AED;2024-09-12;CAPTURED;CAPTURE;AMEX;Kibsons
TXN703786;ORD-2024-00767;166.49;USD;2024-09-25;CAPTURED;CAPTURE;VISA;Al Maya Group
TXN703497;ORD-2024-00707;5575.25;AED;2024-09-21;CAPTURED;CAPTURE;MADA;Al Futtaim Trading
TXN703151;ORD-2024-00636;5122.99;AED;2024-09-19;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN701248;ORD-2024-00249;110.99;USD;2024-09-04;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN705097;ORD-2024-01009;-100.00;AED;2024-10-27;CHARGEBACK;CHARGEBACK;MADA;Noon Retail
TXN704521;ORD-2024-00911;1705;AED;2024-09-17;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN704998;ORD-2024-01003;35.00;AED;2024-09-24;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN703580;ORD-2024-00725;10528.05;AED;2024-10-01;CAPTURED;CAPTURE;MASTERCARD;Sharaf DG
TXN704663;ORD-2024-00939;70.95;AED;2024-09-21;CAPTURED;CAPTURE;MASTERCARD;Al Futtaim Trading
TXN704335;ORD-2024-00880;32;EUR;2024-09-06;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN700060;ORD-2024-00012;1388.49;USD;2024-09-06;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN704498;ORD-2024-00907;2002;AED;2024-09-21;CAPTURED;CAPTURE;VISA;Müller & Co
TXN704403;ORD-2024-00892;146.95;AED;2024-09-27;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN702877;ORD-2024-00578;8930.05;SAR;2024-09-12;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN701205;ORD-2024-00240;1398;AED;2024-09-11;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN701487;ORD-2024-00301;6389;AED;2024-09-30;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN704892;ORD-2024-00984;14.75;AED;2024-09-30;CAPTURED;CAPTURE;VISA;Al Futtaim Trading
TXN700111;ORD-2024-00021;65.05;USD;2024-09-07;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN703937;ORD-2024-00803;195.5;AED;2024-09-27;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN703259;ORD-2024-00659;273.75;AED;2024-09-22;CAPTURED;CAPTURE;VISA;Al Futtaim Trading
TXN700344;ORD-2024-00068;834.5;USD;2024-09-29;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN702983;ORD-2024-00604;22.13;AED;2024-09-09;CAPTURED;CAPTURE;MADA;Home Centre
TXN702255;ORD-2024-00456;2284.05;AED;2024-09-15;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN704657;ORD-2024-00938;18.95;EUR;2024-09-11;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN700047;ORD-2024-00010;996.95;AED;2024-09-20;CAPTURED;CAPTURE;VISA;Café Bateel
TXN700875;ORD-2024-00172;150.95;AED;2024-09-14;CAPTURED;CAPTURE;MADA;Café Bateel
TXN702923;ORD-2024-00586;187.75;AED;2024-09-26;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN704471;ORD-2024-00901;7.49;AED;2024-10-01;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN703712;ORD-2024-00752;3913.95;AED;2024-09-29;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN701801;ORD-2024-00369;1559.1;AED;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN702468;ORD-2024-00499;28.05;AED;2024-09-04;VOIDED;VOID;AMEX;Al Futtaim Trading
TXN702300;ORD-2024-00463;1316;USD;2024-09-01;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN701706;ORD-2024-00346;3989.5;AED;2024-09-27;CAPTURED;CAPTURE;MASTERCARD;Café Bateel
TXN702227;ORD-2024-00449;510.75;AED;2024-09-29;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN703223;ORD-2024-00651;613.25;AED;2024-09-24;CAPTURED;CAPTURE;AMEX;Kibsons
TXN704339;ORD-2024-00882;11271.5;AED;2024-09-29;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN701637;ORD-2024-00333;136.95;USD;2024-09-16;CAPTURED;CAPTURE;MADA;Müller & Co
TXN705018;ORD-2024-01005;100.00;AED;2024-09-25;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN703526;ORD-2024-00714;2133.1;AED;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Sharaf DG
TXN700447;ORD-2024-00088;2063.25;EUR;2024-09-18;CAPTURED;CAPTURE;VISA;Kibsons
TXN705048;ORD-2024-90002;5796;AED;2024-09-07;CAPTURED;CAPTURE;MADA;Carrefour Marina
TXN701184;ORD-2024-00236;2263.1;AED;2024-09-15;CAPTURED;CAPTURE;VISA;Café Bateel
TXN704312;ORD-2024-00874;6791.1;SAR;2024-09-13;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN702473;ORD-2024-00500;1467;AED;2024-09-30;CAPTURED;CAPTURE;MADA;Lulu Hypermarket
TXN700917;ORD-2024-00181;12768.5;USD;2024-09-03;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN704912;ORD-2024-00987;383.49;AED;2024-09-28;CAPTURED;CAPTURE;MADA;Kibsons
TXN702709;ORD-2024-00545;80;AED;2024-09-10;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN704391;ORD-2024-00890;1749.25;AED;2024-09-29;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN704057;ORD-2024-00823;9030.05;AED;2024-09-26;CAPTURED;CAPTURE;MASTERCARD;Spinneys Motor City
TXN702933;ORD-2024-00590;378.1;USD;2024-09-28;CAPTURED;CAPTURE;MADA;Zara Home Dubai
TXN702229;ORD-2024-00450;1166.5;AED;2024-09-06;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN700740;ORD-2024-00152;104.75;EUR;2024-09-05;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN704690;ORD-2024-00945;231.5;AED;2024-09-23;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN702970;ORD-2024-00602;1774.75;USD;2024-09-19;CAPTURED;CAPTURE;VISA;Noon Retail
TXN701929;ORD-2024-00395;139.49;SAR;2024-09-07;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN705068;ORD-2024-01008;100.00;AED;2024-09-28;CAPTURED;CAPTURE;VISA;Jumbo Electronics
TXN704931;ORD-2024-00991;1904.49;SAR;2024-09-15;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN701556;ORD-2024-00314;5914.5;USD;2024-09-04;CAPTURED;CAPTURE;AMEX;Kibsons
TXN701393;ORD-2024-00280;7.99;AED;2024-09-21;CAPTURED;CAPTURE;VISA;Kibsons
TXN700004;ORD-2024-00001;4146.95;AED;2024-09-05;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN700870;ORD-2024-00171;-4133.72;USD;2024-10-06;REFUNDED;REFUND;MASTERCARD;Al Maya Group
TXN703170;ORD-2024-00640;3465.75;USD;2024-09-30;CAPTURED;CAPTURE;MADA;Zara Home Dubai
TXN700203;ORD-2024-00037;594.1;SAR;2024-10-02;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN701988;ORD-2024-00407;191.05;AED;2024-09-07;CAPTURED;CAPTURE;VISA;Carrefour Marina
TXN701519;ORD-2024-00307;22;USD;2024-09-05;CAPTURED;CAPTURE;VISA;Kibsons
TXN702503;ORD-2024-00505;897.25;AED;2024-09-05;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN702816;ORD-2024-00568;795.75;AED;2024-09-24;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN703270;ORD-2024-00661;135.25;AED;2024-09-17;CAPTURED;CAPTURE;VISA;Noon Retail
TXN701142;ORD-2024-00227;10554.05;SAR;2024-09-23;CAPTURED;CAPTURE;MADA;Jumbo Electronics
TXN703917;ORD-2024-00798;14152.99;AED;2024-09-06;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN702449;ORD-2024-00495;61.75;AED;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN703700;ORD-2024-00749;6054.49;USD;2024-09-12;CAPTURED;CAPTURE;MADA;Kibsons
TXN700646;ORD-2024-00128;2158.1;AED;2024-09-01;CAPTURED;CAPTURE;VISA;Nando's JLT
TXN704508;ORD-2024-00909;10784;AED;2024-09-08;CAPTURED;CAPTURE;MADA;Noon Retail
TXN701782;ORD-2024-00363;144.99;SAR;2024-09-25;CAPTURED;CAPTURE;AMEX;Lulu Hypermarket
TXN701361;ORD-2024-00273;2373;USD;2024-09-12;CAPTURED;CAPTURE;MADA;Home Centre
TXN700067;ORD-2024-00013;9264.05;AED;2024-09-19;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN700861;ORD-2024-00171;13779.05;USD;2024-09-30;CAPTURED;CAPTURE;VISA;Café Bateel
TXN702168;ORD-2024-00439;2149.5;AED;2024-10-02;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN701159;ORD-2024-00232;1302.99;AED;2024-09-08;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN700658;ORD-2024-00131;9.25;AED;2024-09-23;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN700577;ORD-2024-00114;2247.1;AED;2024-09-21;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN703363;ORD-2024-00681;168.95;AED;2024-09-08;CAPTURED;CAPTURE;MADA;Café Bateel
TXN702700;ORD-2024-00543;12.95;USD;2024-09-09;CAPTURED;CAPTURE;AMEX;Zara Home Dubai
TXN703353;ORD-2024-00679;1754.05;USD;2024-09-21;CAPTURED;CAPTURE;VISA;Lulu Hypermarket
TXN702287;ORD-2024-00461;8958.25;SAR;2024-09-30;CAPTURED;CAPTURE;MASTERCARD;Sharaf DG
TXN702716;ORD-2024-00547;13393.25;AED;2024-09-25;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN700669;ORD-2024-00134;12;AED;2024-09-06;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN700271;ORD-2024-00053;145.05;SAR;2024-09-27;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN704449;ORD-2024-00898;120.25;AED;2024-09-06;CAPTURED;CAPTURE;MADA;Café Bateel
TXN701692;ORD-2024-00343;2237.25;AED;2024-10-02;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN704251;ORD-2024-00863;1554;AED;2024-09-03;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN702586;ORD-2024-00524;2308;AED;2024-09-21;CAPTURED;CAPTURE;MADA;Home Centre
TXN703725;ORD-2024-00754;108.49;AED;2024-09-11;CAPTURED;CAPTURE;AMEX;Müller & Co
TXN703097;ORD-2024-00627;4432.99;AED;2024-09-08;CAPTURED;CAPTURE;AMEX;Home Centre
TXN703928;ORD-2024-00801;110.49;USD;2024-09-13;CAPTURED;CAPTURE;MASTERCARD;Jumbo Electronics
TXN704418;ORD-2024-00894;1353;AED;2024-09-23;CAPTURED;CAPTURE;AMEX;Home Centre
TXN702895;ORD-2024-00581;1252.95;AED;2024-09-10;CAPTURED;CAPTURE;MASTERCARD;Émile Boutique
TXN700778;ORD-2024-00159;14664.05;AED;2024-09-17;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN704843;ORD-2024-00976;47.99;AED;2024-09-16;CAPTURED;CAPTURE;MADA;Zara Home Dubai
TXN704894;ORD-2024-00985;10178.99;EUR;2024-09-29;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN702648;ORD-2024-00536;11815;AED;2024-09-11;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN702482;ORD-2024-00501;349.49;AED;2024-09-17;CAPTURED;CAPTURE;VISA;Zara Home Dubai
TXN704926;ORD-2024-00989;8381.95;AED;2024-09-11;CAPTURED;CAPTURE;VISA;Müller & Co
TXN704176;ORD-2024-00846;1703.5;AED;2024-09-11;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN703745;ORD-2024-00757;160.95;AED;2024-09-30;CAPTURED;CAPTURE;MASTERCARD;Müller & Co
TXN700276;ORD-2024-00054;1320.49;USD;2024-09-11;CAPTURED;CAPTURE;MASTERCARD;Home Centre
TXN700980;ORD-2024-00194;4033.05;AED;2024-09-16;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN703165;ORD-2024-00639;1399.49;EUR;2024-09-26;CAPTURED;CAPTURE;VISA;Home Centre
TXN703112;ORD-2024-00629;133.99;EUR;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN701815;ORD-2024-00375;893.05;AED;2024-09-12;CAPTURED;CAPTURE;MADA;Zara Home Dubai
TXN704103;ORD-2024-00830;1225.05;AED;2024-09-25;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN700382;ORD-2024-00076;7852.5;SAR;2024-09-20;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN704794;ORD-2024-00966;13989;AED;2024-09-08;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN701228;ORD-2024-00244;11453;AED;2024-09-11;CAPTURED;CAPTURE;AMEX;Noon Retail
TXN704589;ORD-2024-00924;1967.1;SAR;2024-09-12;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN700680;ORD-2024-00138;89.1;USD;2024-09-27;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN704004;ORD-2024-00816;7336.75;AED;2024-09-25;CAPTURED;CAPTURE;MADA;Müller & Co
TXN702432;ORD-2024-00489;89.1;AED;2024-09-11;CAPTURED;CAPTURE;AMEX;Carrefour Marina
TXN704995;ORD-2024-01002;40.00;AED;2024-09-23;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN703510;ORD-2024-00710;14360.49;AED;2024-09-14;CAPTURED;CAPTURE;VISA;Sharaf DG
TXN702571;ORD-2024-00520;2312.05;USD;2024-09-12;CAPTURED;CAPTURE;AMEX;Nando's JLT
TXN703626;ORD-2024-00734;7822.75;AED;2024-09-12;CAPTURED;CAPTURE;AMEX;Al Futtaim Trading
TXN701530;ORD-2024-00309;2111.95;AED;2024-09-19;CAPTURED;CAPTURE;MASTERCARD;Noon Retail
TXN701813;ORD-2024-00373;13430.99;AED;2024-09-18;CAPTURED;CAPTURE;MASTERCARD;Carrefour Marina
TXN703763;ORD-2024-00761;9628.5;AED;2024-09-25;CAPTURED;CAPTURE;MADA;Noon Retail
TXN704942;ORD-2024-00993;25;EUR;2024-09-04;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN701280;ORD-2024-00254;118.95;SAR;2024-09-11;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN703799;ORD-2024-00770;97.99;AED;2024-09-20;CAPTURED;CAPTURE;VISA;Café Bateel
TXN704531;ORD-2024-00914;85.49;AED;2024-09-02;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN703904;ORD-2024-00795;3046.75;AED;2024-09-03;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN700634;ORD-2024-00124;78.95;AED;2024-09-09;CAPTURED;CAPTURE;MASTERCARD;Lulu Hypermarket
TXN700042;ORD-2024-00009;5503.25;AED;2024-10-02;CAPTURED;CAPTURE;MASTERCARD;Kibsons
TXN700459;ORD-2024-00092;191.49;AED;2024-09-01;CAPTURED;CAPTURE;AMEX;Jumbo Electronics
TXN701486;ORD-2024-00300;1933.95;EUR;2024-09-09;CAPTURED;CAPTURE;AMEX;Spinneys Motor City
TXN704873;ORD-2024-00981;7406.25;SAR;2024-09-02;CAPTURED;CAPTURE;VISA;Kibsons
TXN701165;ORD-2024-00233;5;USD;2024-09-06;CAPTURED;CAPTURE;AMEX;Café Bateel
TXN700585;ORD-2024-00115;6560.75;AED;2024-09-28;CAPTURED;CAPTURE;MADA;Al Maya Group
TXN704463;ORD-2024-00900;6150;AED;2024-09-18;CAPTURED;CAPTURE;VISA;Émile Boutique
TXN704234;ORD-2024-00860;436;AED;2024-09-08;CAPTURED;CAPTURE;AMEX;Al Maya Group
TXN700765;ORD-2024-00156;70;SAR;2024-09-30;CAPTURED;CAPTURE;MADA;Café Bateel
TXN702502;ORD-2024-00504;2383.99;AED;2024-09-15;CAPTURED;CAPTURE;MASTERCARD;Al Maya Group
TXN700012;ORD-2024-00003;1276.49;AED;2024-09-10;CAPTURED;CAPTURE;MADA;Home Centre
TXN700913;ORD-2024-00180;16.95;AED;2024-09-25;CAPTURED;CAPTURE;VISA;Kibsons
TXN704735;ORD-2024-00954;37;AED;2024-09-23;CAPTURED;CAPTURE;AMEX;Sharaf DG
TXN704212;ORD-2024-00855;1289.99;EUR;2024-09-25;CAPTURED;CAPTURE;MADA;Spinneys Motor City
TXN700513;ORD-2024-00102;2354;USD;2024-09-27;CAPTURED;CAPTURE;MASTERCARD;Nando's JLT
TXN703658;ORD-2024-00740;107.95;AED;2024-09-14;CAPTURED;CAPTURE;MASTERCARD;Zara Home Dubai
TXN703960;ORD-2024-00808;9734.49;AED;2024-09-09;CAPTURED;CAPTURE;VISA;Al Futtaim Trading
TXN704978;ORD-2024-01000;105.05;EUR;2024-10-01;CAPTURED;CAPTURE;MADA;Sharaf DG
