Order ID,Customer,Amount,Currency,Date,Channel
ORD-2024-00803,Kibsons,195.5,AED,2024-09-25,link
ORD-2024-00804,Zara Home Dubai,60,AED,2024-09-22,web
ORD-2024-00805,Home Centre,786,AED,2024-09-15,web
ORD-2024-00806,Sharaf DG,7928,AED,2024-09-25,link
ORD-2024-00807,Noon Retail,12117.75,AED,2024-09-04,app
ORD-2024-00808,Zara Home Dubai,9734.49,AED,2024-09-07,app
ORD-2024-00809,Lulu Hypermarket,168,USD,2024-09-27,app
ORD-2024-00810,Émile Boutique,2015,AED,2024-09-19,app
ORD-2024-00811,Émile Boutique,402.95,EUR,2024-09-23,link
ORD-2024-00812,Spinneys Motor City,168.25,AED,2024-09-12,pos
ORD-2024-00813,Nando's JLT,7319.25,SAR,2024-09-28,app
ORD-2024-00814,Zara Home Dubai,13332.49,USD,2024-09-24,link
ORD-2024-00815,Jumbo Electronics,138,AED,2024-09-28,web
ORD-2024-00816,Zara Home Dubai,7336.75,AED,2024-09-24,app
ORD-2024-00817,Sharaf DG,6208.49,AED,2024-09-15,pos
ORD-2024-00818,Müller & Co,154.95,USD,2024-09-02,link
ORD-2024-00819,Carrefour Marina,168.25,AED,2024-09-08,link
ORD-2024-00820,Spinneys Motor City,5841.25,AED,2024-09-17,web
ORD-2024-00821,Kibsons,179,AED,2024-09-12,app
ORD-2024-00822,Jumbo Electronics,2814,SAR,2024-09-24,pos
ORD-2024-00823,Al Maya Group,9030.05,AED,2024-09-24,pos
ORD-2024-00824,Nando's JLT,4841,AED,2024-09-19,link
ORD-2024-00825,Émile Boutique,7598,AED,2024-09-03,link
ORD-2024-00826,Home Centre,142.05,USD,2024-09-21,pos
ORD-2024-00827,Sharaf DG,58,AED,2024-09-03,app
ORD-2024-00828,Sharaf DG,34.05,AED,2024-09-28,pos
ORD-2024-00829,Al Futtaim Trading,110.1,AED,2024-09-02,link
ORD-2024-00830,Home Centre,1225.05,AED,2024-09-25,link
ORD-2024-00831,Sharaf DG,6568,AED,2024-09-18,app
ORD-2024-00832,Zara Home Dubai,88.49,AED,2024-09-17,link
ORD-2024-00833,Noon Retail,35.05,USD,2024-09-08,link
ORD-2024-00834,Home Centre,142,AED,2024-09-05,pos
ORD-2024-00835,Carrefour Marina,20.25,AED,2024-09-19,pos
ORD-2024-00836,Zara Home Dubai,59,AED,2024-09-28,app
ORD-2024-00837,Al Maya Group,3720.5,AED,2024-09-25,app
ORD-2024-00838,Jumbo Electronics,85.1,AED,2024-09-22,app
ORD-2024-00839,Jumbo Electronics,151.99,AED,2024-09-15,link
ORD-2024-00840,Home Centre,7560.75,AED,2024-09-20,pos
ORD-2024-00841,Émile Boutique,2263.95,AED,2024-09-12,link
ORD-2024-00842,Carrefour Marina,10093.99,SAR,2024-09-27,app
ORD-2024-00843,Kibsons,2024.99,USD,2024-09-06,web
ORD-2024-00844,Al Futtaim Trading,170.05,AED,2024-09-10,app
ORD-2024-00845,Carrefour Marina,1620,AED,2024-09-20,app
ORD-2024-00846,Café Bateel,1703.5,AED,2024-09-10,app
ORD-2024-00847,Al Maya Group,63.75,USD,2024-09-27,app
ORD-2024-00848,Café Bateel,2443,AED,2024-09-06,web
ORD-2024-00849,Müller & Co,9554.49,AED,2024-09-23,web
ORD-2024-00850,Lulu Hypermarket,9816.99,AED,2024-09-10,link
ORD-2024-00851,Noon Retail,1429,AED,2024-09-24,app
ORD-2024-00852,Home Centre,1950.5,AED,2024-09-28,app
ORD-2024-00853,Müller & Co,61,AED,2024-09-14,web
ORD-2024-00854,Émile Boutique,1145,AED,2024-09-05,app
ORD-2024-00855,Nando's JLT,1289.99,EUR,2024-09-23,app
ORD-2024-00856,Café Bateel,3956.5,AED,2024-09-07,link
ORD-2024-00857,Home Centre,2971.05,AED,2024-09-08,pos
ORD-2024-00858,Al Futtaim Trading,11460.99,AED,2024-09-03,pos
ORD-2024-00859,Café Bateel,179.95,SAR,2024-09-23,app
ORD-2024-00860,Zara Home Dubai,436,AED,2024-09-07,pos
ORD-2024-00861,Zara Home Dubai,173,AED,2024-09-20,pos
ORD-2024-00862,Home Centre,1720.75,EUR,2024-09-30,app
ORD-2024-00863,Lulu Hypermarket,1554,AED,2024-09-01,web
ORD-2024-00864,Home Centre,12067.1,AED,2024-09-09,app
ORD-2024-00865,Café Bateel,3131.49,AED,2024-09-25,web
ORD-2024-00866,Émile Boutique,101.99,AED,2024-09-23,web
ORD-2024-00867,Émile Boutique,61.1,USD,2024-09-03,web
ORD-2024-00868,Noon Retail,113,SAR,2024-09-12,link
ORD-2024-00869,Al Maya Group,1623.95,AED,2024-09-14,app
ORD-2024-00870,Al Maya Group,2280.49,AED,2024-09-21,pos
ORD-2024-00871,Spinneys Motor City,101,AED,2024-09-01,app
ORD-2024-00872,Carrefour Marina,10819,SAR,2024-09-18,web
ORD-2024-00873,Nando's JLT,1467.05,AED,2024-09-06,web
ORD-2024-00874,Nando's JLT,6791.1,SAR,2024-09-13,web
ORD-2024-00875,Noon Retail,29.49,AED,2024-09-30,pos
ORD-2024-00876,Kibsons,1444,AED,2024-09-07,pos
ORD-2024-00877,Sharaf DG,520.25,AED,2024-09-20,pos
ORD-2024-00878,Al Maya Group,61.49,AED,2024-09-28,web
ORD-2024-00879,Noon Retail,7921.05,USD,2024-09-18,web
ORD-2024-00880,Al Maya Group,32,EUR,2024-09-04,pos
ORD-2024-00881,Al Maya Group,8352.5,USD,2024-09-14,pos
ORD-2024-00882,Émile Boutique,11271.5,AED,2024-09-27,link
ORD-2024-00883,Jumbo Electronics,14597,SAR,2024-09-16,web
ORD-2024-00884,Café Bateel,1198.95,AED,2024-09-10,pos
ORD-2024-00885,Jumbo Electronics,64.95,AED,2024-09-17,app
ORD-2024-00886,Al Maya Group,14806.49,AED,2024-09-07,link
ORD-2024-00887,Al Maya Group,196.49,AED,2024-09-26,app
ORD-2024-00888,Zara Home Dubai,57,AED,2024-09-14,app
ORD-2024-00889,Jumbo Electronics,60,AED,2024-09-15,web
ORD-2024-00890,Zara Home Dubai,1749.25,AED,2024-09-27,web
ORD-2024-00891,Noon Retail,14969.5,AED,2024-09-29,web
ORD-2024-00892,Al Maya Group,146.95,AED,2024-09-27,link
ORD-2024-00893,Sharaf DG,136.49,AED,2024-09-17,pos
ORD-2024-00894,Lulu Hypermarket,1353,AED,2024-09-22,web
ORD-2024-00895,Lulu Hypermarket,105.75,AED,2024-09-26,link
ORD-2024-00896,Sharaf DG,125.25,AED,2024-09-16,web
ORD-2024-00897,Café Bateel,12221,SAR,2024-09-27,pos
ORD-2024-00898,Al Futtaim Trading,120.25,AED,2024-09-04,web
ORD-2024-00899,Noon Retail,2069.1,AED,2024-09-29,link
ORD-2024-00900,Zara Home Dubai,6150,AED,2024-09-17,app
ORD-2024-00901,Zara Home Dubai,7.49,AED,2024-09-30,link
ORD-2024-00902,Al Futtaim Trading,14079.75,AED,2024-09-14,web
ORD-2024-00903,Carrefour Marina,2165.49,AED,2024-09-03,app
ORD-2024-00904,Kibsons,44,USD,2024-09-18,web
ORD-2024-00905,Nando's JLT,834.99,AED,2024-09-17,app
ORD-2024-00906,Zara Home Dubai,1857,SAR,2024-09-16,pos
ORD-2024-00907,Müller & Co,2002,AED,2024-09-20,app
ORD-2024-00908,Jumbo Electronics,9391.25,AED,2024-09-06,web
ORD-2024-00909,Home Centre,10784,AED,2024-09-06,link
ORD-2024-00910,Noon Retail,60.49,AED,2024-09-19,app
ORD-2024-00911,Al Futtaim Trading,1705,AED,2024-09-16,pos
ORD-2024-00912,Émile Boutique,121.05,AED,2024-09-03,web
ORD-2024-00913,Al Maya Group,2410.75,USD,2024-09-17,web
ORD-2024-00914,Nando's JLT,85.49,AED,2024-09-01,web
ORD-2024-00915,Carrefour Marina,722,AED,2024-09-15,link
ORD-2024-00916,Jumbo Electronics,1541,AED,2024-09-14,web
ORD-2024-00917,Spinneys Motor City,178,AED,2024-09-09,web
ORD-2024-00918,Al Futtaim Trading,8265,SAR,2024-09-13,app
ORD-2024-00919,Lulu Hypermarket,14233.25,AED,2024-09-06,web
ORD-2024-00920,Home Centre,12919.49,AED,2024-09-18,link
ORD-2024-00921,Spinneys Motor City,10869,AED,2024-09-10,pos
ORD-2024-00922,Home Centre,5803.25,AED,2024-09-21,link
ORD-2024-00923,Zara Home Dubai,1426.25,USD,2024-09-08,app
ORD-2024-00924,Jumbo Electronics,1967.1,SAR,2024-09-12,link
ORD-2024-00925,Al Maya Group,54.95,AED,2024-09-07,pos
ORD-2024-00926,Müller & Co,13750.49,AED,2024-09-08,link
ORD-2024-00927,Sharaf DG,133.5,AED,2024-09-11,web
ORD-2024-00928,Noon Retail,13558.05,SAR,2024-09-28,app
ORD-2024-00929,Zara Home Dubai,1178.49,AED,2024-09-02,pos
ORD-2024-00930,Al Maya Group,2479,SAR,2024-09-19,link
ORD-2024-00931,Émile Boutique,6768,AED,2024-09-15,web
ORD-2024-00932,Café Bateel,10394,AED,2024-09-20,web
ORD-2024-00933,Home Centre,182.95,AED,2024-09-06,link
ORD-2024-00934,Al Maya Group,7257.1,AED,2024-09-15,link
ORD-2024-00935,Müller & Co,7845.49,AED,2024-09-26,pos
ORD-2024-00936,Kibsons,103.05,AED,2024-09-18,link
ORD-2024-00937,Home Centre,8863.49,AED,2024-09-19,pos
ORD-2024-00938,Lulu Hypermarket,18.95,EUR,2024-09-09,app
ORD-2024-00939,Müller & Co,70.95,AED,2024-09-21,pos
ORD-2024-00940,Carrefour Marina,7702.95,USD,2024-09-10,link
ORD-2024-00941,Spinneys Motor City,13087.99,AED,2024-09-02,pos
ORD-2024-00942,Nando's JLT,197.25,AED,2024-09-04,web
ORD-2024-00943,Carrefour Marina,648.1,SAR,2024-09-17,pos
ORD-2024-00944,Café Bateel,8367.49,AED,2024-09-28,pos
ORD-2024-00945,Kibsons,231.5,AED,2024-09-21,app
ORD-2024-00946,Carrefour Marina,188,USD,2024-09-20,app
ORD-2024-00947,Café Bateel,193,AED,2024-09-01,app
ORD-2024-00948,Müller & Co,2287.05,AED,2024-09-26,web
ORD-2024-00949,Sharaf DG,4820.5,AED,2024-09-18,web
ORD-2024-00950,Noon Retail,8647.1,USD,2024-09-19,web
ORD-2024-00951,Émile Boutique,129.99,USD,2024-09-10,pos
ORD-2024-00952,Home Centre,70,AED,2024-09-28,link
ORD-2024-00953,Zara Home Dubai,9786.1,AED,2024-09-14,web
ORD-2024-00954,Müller & Co,37,AED,2024-09-23,app
ORD-2024-00955,Lulu Hypermarket,1987.49,AED,2024-09-18,web
ORD-2024-00956,Émile Boutique,125.1,AED,2024-09-22,pos
ORD-2024-00957,Nando's JLT,188.05,AED,2024-09-30,web
ORD-2024-00958,Al Futtaim Trading,164.49,SAR,2024-09-29,pos
ORD-2024-00959,Noon Retail,4597,AED,2024-09-19,pos
ORD-2024-00960,Sharaf DG,107.25,AED,2024-09-26,pos
ORD-2024-00961,Spinneys Motor City,13334.5,AED,2024-09-06,web
ORD-2024-00962,Noon Retail,10.49,USD,2024-09-12,link
ORD-2024-00963,Émile Boutique,788,AED,2024-09-18,pos
ORD-2024-00964,Kibsons,16.05,AED,2024-09-29,link
ORD-2024-00965,Émile Boutique,1804,SAR,2024-09-12,web
ORD-2024-00966,Lulu Hypermarket,13989,AED,2024-09-08,link
ORD-2024-00967,Carrefour Marina,1044.75,AED,2024-09-24,link
ORD-2024-00968,Nando's JLT,1799.95,SAR,2024-09-13,pos
ORD-2024-00969,Al Futtaim Trading,7,SAR,2024-09-01,app
ORD-2024-00970,Lulu Hypermarket,559.99,USD,2024-09-12,pos
ORD-2024-00971,Al Maya Group,12042,EUR,2024-09-25,web
ORD-2024-00972,Nando's JLT,4912.99,USD,2024-09-04,link
ORD-2024-00973,Café Bateel,11.99,SAR,2024-09-11,web
ORD-2024-00974,Café Bateel,78.5,AED,2024-09-10,web
ORD-2024-00975,Sharaf DG,10966.99,EUR,2024-09-12,link
ORD-2024-00976,Spinneys Motor City,47.99,AED,2024-09-15,link
ORD-2024-00977,Noon Retail,1524.49,AED,2024-09-19,app
ORD-2024-00978,Al Maya Group,37.99,AED,2024-09-02,app
ORD-2024-00979,Carrefour Marina,70,USD,2024-09-13,link
ORD-2024-00980,Émile Boutique,12379,AED,2024-09-25,link
ORD-2024-00981,Nando's JLT,7406.25,SAR,2024-09-02,pos
ORD-2024-00982,Home Centre,66,AED,2024-09-07,web
ORD-2024-00983,Al Maya Group,1830.95,AED,2024-09-01,app
ORD-2024-00984,Zara Home Dubai,14.75,AED,2024-09-29,web
ORD-2024-00985,Carrefour Marina,10178.99,EUR,2024-09-29,web
ORD-2024-00986,Müller & Co,8233.95,AED,2024-09-06,link
ORD-2024-00987,Jumbo Electronics,383.49,AED,2024-09-27,app
ORD-2024-00988,Nando's JLT,55.05,AED,2024-09-25,web
ORD-2024-00989,Müller & Co,8381.95,AED,2024-09-10,link
ORD-2024-00990,Müller & Co,5767.05,AED,2024-09-30,pos
ORD-2024-00991,Nando's JLT,1904.49,SAR,2024-09-14,pos
ORD-2024-00992,Kibsons,1636,AED,2024-09-29,web
ORD-2024-00993,Müller & Co,25,EUR,2024-09-04,pos
ORD-2024-00994,Carrefour Marina,180.49,AED,2024-09-15,pos
ORD-2024-00995,Müller & Co,2238,AED,2024-09-09,link
ORD-2024-00996,Café Bateel,32.05,AED,2024-09-25,link
ORD-2024-00997,Lulu Hypermarket,95,AED,2024-09-17,app
ORD-2024-00998,Sharaf DG,11832.95,AED,2024-09-25,web
ORD-2024-00999,Sharaf DG,1200,AED,2024-09-19,web
ORD-2024-01000,Émile Boutique,105.05,EUR,2024-09-29,web
ORD-2024-00402,Émile Boutique,669,USD,2024-09-13,link
ORD-2024-00713,Émile Boutique,12219.95,AED,2024-09-16,pos
